ativo,target,janela,tecnica,data,target_pred,resultado_real,valor_obtido
VALE3-50,1.02,15,RNA,2005-03-02,0,0.0437158469945355,115348.93702635636
VALE3-50,1.02,15,RNA,2005-03-03,1,0.0369163952225841,119607.2039741263
VALE3-50,1.02,15,RNA,2005-03-04,0,-0.063157894736842,119607.2039741263
VALE3-50,1.02,15,RNA,2005-03-07,0,-0.0430570505920343,119607.2039741263
VALE3-50,1.02,15,RNA,2005-03-08,0,-0.0405257393209201,119607.2039741263
VALE3-50,1.02,15,RNA,2005-03-09,0,-0.0492341356673962,119607.2039741263
VALE3-50,1.02,15,RNA,2005-03-10,1,-0.0496688741721855,113666.4488098485
VALE3-50,1.02,15,RNA,2005-03-11,1,0.0157480314960629,113666.4488098485
VALE3-50,1.02,15,RNA,2005-03-14,1,0.0011286681715574,113794.74051279415
VALE3-50,1.02,15,RNA,2005-03-15,0,0.0436280137772673,113794.74051279415
VALE3-50,1.02,15,RNA,2005-03-16,1,0.0619158878504673,113794.74051279415
VALE3-50,1.02,15,RNA,2005-03-17,0,-0.0887902330743617,113794.74051279415
VALE3-50,1.02,15,Random Forest,2005-02-18,1,0.1712158808933002,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-02-21,1,0.0907003444316876,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-02-22,0,0.0982658959537572,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-02-23,0,0.0602678571428569,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-02-24,0,-0.0656084656084655,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-02-25,0,-0.0151351351351352,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-02-28,0,0.0585585585585584,117121.58808933002
VALE3-50,1.02,15,Random Forest,2005-03-01,0,0.1066048667439165,129607.31938042893
VALE3-50,1.02,15,Random Forest,2005-03-02,1,0.0437158469945355,135273.21312383568
VALE3-50,1.02,15,Random Forest,2005-03-03,0,0.0369163952225841,135273.21312383568
VALE3-50,1.02,15,Random Forest,2005-03-04,0,-0.063157894736842,135273.21312383568
VALE3-50,1.02,15,Random Forest,2005-03-07,0,-0.0430570505920343,135273.21312383568
VALE3-50,1.02,15,Random Forest,2005-03-08,0,-0.0405257393209201,135273.21312383568
VALE3-50,1.02,15,Random Forest,2005-03-09,0,-0.0492341356673962,135273.21312383568
VALE3-50,1.02,15,Random Forest,2005-03-10,1,-0.0496688741721855,128554.34492232066
VALE3-50,1.02,15,Random Forest,2005-03-11,1,0.0157480314960629,128554.34492232066
VALE3-50,1.02,15,Random Forest,2005-03-14,1,0.0011286681715574,128699.4401197499
VALE3-50,1.02,15,Random Forest,2005-03-15,0,0.0436280137772673,128699.4401197499
VALE3-50,1.02,15,Random Forest,2005-03-16,0,0.0619158878504673,128699.4401197499
VALE3-50,1.02,15,Random Forest,2005-03-17,0,-0.0887902330743617,128699.4401197499
VALE3-50,1.02,15,SVC,2005-02-18,1,0.1712158808933002,117121.58808933002
VALE3-50,1.02,15,SVC,2005-02-21,1,0.0907003444316876,117121.58808933002
VALE3-50,1.02,15,SVC,2005-02-22,0,0.0982658959537572,117121.58808933002
