Exchange Date,Close,Open,Low,High,Volume,data_adicional,ibov_status
2022-10-21,23.437121,22.584451,22.501447,23.603128,53514774.648523,0,1
2022-10-24,22.373169,23.248477,22.214709,23.308843,55828844.417116,0,1
2022-10-25,22.192071,22.373169,22.192071,22.463719,28577007.142299,0,1
2022-10-26,21.716689,21.882695,21.641231,22.131705,53414124.658588,0,1
2022-10-27,22.116614,21.965699,21.814783,22.358078,43318325.668167,0,1
2022-10-28,22.290166,22.041156,21.958153,22.373169,31260346.873965,0,1
2022-10-31,22.939101,21.882695,21.844966,23.067379,91969120.803088,0,1
2022-11-01,22.997737,23.405445,22.710832,23.624399,45870435.412956,0,1
2022-11-03,22.831634,22.650431,22.265374,22.907136,35747576.425242,0,1
2022-11-04,22.914686,23.171391,22.839184,23.352594,34319226.568077,0,1
2022-11-07,22.393726,22.703282,22.197422,22.892035,51142074.885793,0,1
2022-11-08,22.325775,22.235173,22.046419,22.393726,30737626.926237,0,1
2022-11-09,21.253654,21.638712,21.02715,21.948268,142915835.708416,0,1
2022-11-10,20.853497,20.657193,20.355187,21.102651,96218970.378103,0,1
2022-11-11,20.181534,21.140402,20.090932,21.291405,108133509.186649,0,1
2022-11-14,20.121133,20.423138,19.932379,20.611892,57426044.257396,0,1
2022-11-16,19.834227,20.121133,19.637924,20.151333,49242705.075729,0,1
2022-11-17,19.95503,19.554872,19.479371,19.96258,75346472.465353,0,1
2022-11-18,20.113583,20.151333,19.924829,20.49864,54363644.563636,0,1
2022-11-21,20.173984,20.385388,19.902179,20.49109,42705515.729448,0,1
2022-11-22,19.841777,20.234385,19.698325,20.347637,62171113.782889,0,1
2022-11-23,19.637924,19.698325,19.517121,19.796477,53988324.601168,0,1
2022-11-24,20.340087,19.781376,19.713425,20.49109,29957507.004249,0,1
2022-11-25,19.622823,20.219285,19.547322,20.249485,44743815.525618,0,1
2022-11-28,19.267967,19.705875,19.245316,19.788926,44500055.549994,0,1
2022-11-29,19.43407,19.283067,18.814958,19.713425,74891512.510849,0,1
2022-11-30,19.630373,19.479371,19.200015,19.660574,58269084.173092,0,1
2022-12-01,19.628601,19.349056,19.333945,19.719264,48670815.132918,0,1
2022-12-02,19.893036,19.696598,19.32639,20.134804,61318943.868106,0,1
2022-12-05,19.311279,19.749485,19.220616,19.749485,36334426.366557,0,1
2022-12-06,19.757041,19.432164,19.311279,19.757041,51946064.805394,0,1
2022-12-07,19.61349,19.809928,19.560603,19.893036,24503267.549673,0,1
2022-12-08,18.92596,19.492606,18.812631,19.530382,67704993.229501,0,1
2022-12-09,18.745799,19.015468,18.691866,19.123335,21858317.814168,0,1
2022-12-12,18.568589,18.738094,18.252692,18.876781,98492010.150799,0,1
2022-12-13,17.867451,18.684161,17.813517,18.753504,61706693.829331,0,1
2022-12-14,17.944499,17.651716,17.428277,18.160234,74658312.534169,0,1
2022-12-15,18.044662,17.751879,17.605488,18.429902,54270584.572942,0,1
2022-12-16,18.244987,18.12171,18.021547,18.375968,63057273.694273,0,1
2022-12-19,18.792028,18.32974,18.221872,18.861371,53324804.66752,0,1
2022-12-20,18.992353,18.792028,18.71498,19.408413,43336805.666319,0,1
2022-12-21,19.069401,19.061696,18.822847,19.262021,67821043.217896,0,1
2022-12-22,19.107925,19.10022,18.853667,19.33907,24568277.543172,0,1
2022-12-23,19.408413,19.285136,19.161859,19.662671,27860027.213997,0,1
2022-12-26,19.023172,19.223497,18.915305,19.400708,17303878.269612,0,1
2022-12-27,18.915305,19.000058,18.69957,19.053992,18923958.107604,0,1
2022-12-28,19.300545,19.069401,18.892191,19.416118,24966037.503396,0,1
2022-12-29,19.262021,19.446937,19.231202,19.631852,27279667.272033,0,1
