Exchange Date,Close,Open,Low,High,Volume
18-ago.-2021,"8,722857","8,801002","8,677273","8,89217",85278600.0
19-ago.-2021,"8,674017","8,550289","8,50796","8,748905",80252000.0
20-ago.-2021,"8,660993","8,595873","8,520984","8,670761",84938300.0
23-ago.-2021,"8,797746","8,771697","8,716345","8,89217",69504500.0
24-ago.-2021,"8,980082","8,885658","8,869378","8,996362",49604200.0
25-ago.-2021,"9,028922","8,996362","8,914962","9,061483",45925300.0
26-ago.-2021,"8,950778","8,980082","8,944266","9,077763",40644200.0
27-ago.-2021,"9,276379","9,019154","9,009386","9,276379",76095600.0
30-ago.-2021,"9,214515","9,247075","9,201491","9,348012",60857400.0
31-ago.-2021,"8,853098","9,181955","8,787978","9,191723",109914400.0
1-set.-2021,"8,804258","8,895426","8,573081","8,901938",69059900.0
2-set.-2021,"8,660993","8,791234","8,615409","8,905194",55501400.0
3-set.-2021,"8,573081","8,677273","8,498192","8,719601",57371100.0
6-set.-2021,"8,615409","8,534009","8,514472","8,696809",26295400.0
8-set.-2021,"8,130263","8,560057","8,071655","8,579593",79424600.0
9-set.-2021,"8,302832","8,166079","7,860014","8,42656",154708100.0
10-set.-2021,"8,250735","8,472144","8,247479","8,511216",78023700.0
13-set.-2021,"8,540521","8,400512","8,348416","8,592617",63014100.0
14-set.-2021,"8,42656","8,449352","8,374464","8,547033",65213000.0
15-set.-2021,"8,573081","8,465632","8,423304","8,615409",66928000.0
16-set.-2021,"8,498192","8,49168","8,306088","8,543777",65185800.0
17-set.-2021,"8,117239","8,455864","8,065143","8,472144",128315300.0
20-set.-2021,"8,026071","7,840478","7,746054","8,026071",79827200.0
21-set.-2021,"8,208407","8,166079","7,986998","8,234455",64349300.0
22-set.-2021,"8,416792","8,3126","8,309344","8,537265",69951500.0
23-set.-2021,"8,739137","8,449352","8,436328","8,774953",83860700.0
24-set.-2021,"8,758673","8,644713","8,618665","8,81077",44585500.0
27-set.-2021,"8,836818","8,836818","8,628433","8,94101",88965800.0
28-set.-2021,"8,778209","8,853098","8,700065","9,081019",117496300.0
29-set.-2021,"8,918218","8,85961","8,732625","8,963802",58554100.0
30-set.-2021,"8,866122","8,963802","8,846586","8,980082",65448700.0
1-out.-2021,"9,116835","8,830306","8,814026","9,116835",60610000.0
4-out.-2021,"9,37406","9,03869","9,025666","9,380572",106564500.0
5-out.-2021,"9,579189","9,442436","9,409876","9,595469",99460000.0
6-out.-2021,"9,32522","9,426156","9,269867","9,497788",84203000.0
7-out.-2021,"9,312196","9,344756","9,198235","9,435924",60190700.0
8-out.-2021,"9,481508","9,442436","9,348012","9,641053",83793900.0
11-out.-2021,"9,546628","9,605237","9,491276","9,719197",76298700.0
13-out.-2021,"9,647565","9,497788","9,468484","9,670357",55433400.0
14-out.-2021,"9,663845","9,722453","9,605237","9,83967",75908400.0
15-out.-2021,"9,637797","9,702917","9,608493","9,715941",71603100.0
18-out.-2021,"9,588957","9,572677","9,43918","9,650821",68745900.0
19-out.-2021,"9,120091","9,52058","9,071251","9,546628",111002700.0
20-out.-2021,"9,250331","9,204747","9,100555","9,377316",55255700.0
21-out.-2021,"8,937754","9,071251","8,765185","9,175443",100964100.0
22-out.-2021,"8,849842","8,823794","8,390744","9,03869",138155100.0
