ativo,target,data,melhor_precision,valor_melhor_precision,concordancia_valor
PETR4,1.01,2021-06-21,RandomForest_75,1.0,1.0
PETR4,1.02,2021-06-21,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-06-21,RandomForest_60,1.0,1.0
PETR4,1.01,2021-06-22,RandomForest_75,1.0,1.0
PETR4,1.02,2021-06-22,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-06-22,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-23,RandomForest_90,1.0,1.0
PETR4,1.015,2021-06-23,RandomForest_75,1.0,1.0
PETR4,1.01,2021-06-23,RandomForest_75,1.0,1.0
PETR4,1.015,2021-06-24,RandomForest_75,1.0,1.0
PETR4,1.01,2021-06-24,RandomForest_90,1.0,1.0
PETR4,1.02,2021-06-24,RandomForest_90,0.0,0.0
PETR4,1.015,2021-06-25,RandomForest_75,0.0,0.0
PETR4,1.01,2021-06-25,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-25,RandomForest_60,0.0,0.0
PETR4,1.015,2021-06-28,RandomForest_90,1.0,1.0
PETR4,1.01,2021-06-28,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-28,RandomForest_60,0.0,0.0
PETR4,1.015,2021-06-29,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-06-29,RandomForest_60,1.0,1.0
PETR4,1.02,2021-06-29,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2021-06-30,RandomForest_90,1.0,1.0
PETR4,1.02,2021-06-30,RandomForest_75,1.0,1.0
PETR4,1.015,2021-06-30,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-07-01,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-01,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-01,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2021-07-02,RandomForest_60,1.0,1.0
PETR4,1.01,2021-07-02,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-02,RandomForest_60,1.0,1.0
PETR4,1.01,2021-07-05,RandomForest_60,0.0,0.0
PETR4,1.015,2021-07-05,RandomForest_75,0.0,0.0
PETR4,1.02,2021-07-05,RandomForest_60,0.0,0.0
PETR4,1.015,2021-07-06,RandomForest_75,0.0,0.0
PETR4,1.02,2021-07-06,RandomForest_90,0.0,0.0
PETR4,1.01,2021-07-06,RandomForest_90,0.0,0.0
PETR4,1.015,2021-07-07,RandomForest_90,1.0,1.0
PETR4,1.02,2021-07-07,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-07,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-08,RandomForest_60,1.0,1.0
PETR4,1.01,2021-07-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-07-08,RandomForest_75,1.0,1.0
PETR4,1.01,2021-07-12,RandomForest_75,0.0,0.0
PETR4,1.02,2021-07-12,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-12,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-13,RandomForest_60,0.0,0.0
PETR4,1.02,2021-07-13,RandomForest_75,1.0,1.0
PETR4,1.015,2021-07-13,RandomForest_60,0.0,0.0
PETR4,1.01,2021-07-14,RandomForest_90,1.0,1.0
PETR4,1.02,2021-07-14,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-07-14,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-15,RandomForest_90,1.0,1.0
PETR4,1.02,2021-07-15,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-15,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-16,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-16,RandomForest_75,1.0,1.0
PETR4,1.02,2021-07-16,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-19,RandomForest_75,0.0,0.0
PETR4,1.01,2021-07-19,RandomForest_75,0.0,0.0
PETR4,1.02,2021-07-19,RandomForest_60,0.0,0.0
PETR4,1.015,2021-07-20,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-20,RandomForest_60,1.0,1.0
PETR4,1.02,2021-07-20,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-07-21,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-21,RandomForest_75,1.0,1.0
PETR4,1.02,2021-07-21,RandomForest_75,1.0,1.0
PETR4,1.015,2021-07-22,"RandomForest_75, RandomForest_90","0.0, 1.0",0.0
PETR4,1.01,2021-07-22,RandomForest_75,0.0,0.0
PETR4,1.02,2021-07-22,RandomForest_75,1.0,1.0
PETR4,1.01,2021-07-23,RandomForest_75,1.0,1.0
PETR4,1.02,2021-07-23,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-07-23,RandomForest_90,1.0,1.0
PETR4,1.02,2021-07-26,RandomForest_75,1.0,1.0
PETR4,1.015,2021-07-26,RandomForest_90,1.0,1.0
PETR4,1.01,2021-07-26,RandomForest_60,1.0,1.0
PETR4,1.02,2021-07-27,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-07-27,RandomForest_60,0.0,0.0
PETR4,1.01,2021-07-27,RandomForest_75,1.0,1.0
PETR4,1.02,2021-07-28,RandomForest_90,1.0,1.0
PETR4,1.015,2021-07-28,RandomForest_75,1.0,1.0
PETR4,1.01,2021-07-28,RandomForest_75,1.0,1.0
PETR4,1.02,2021-07-29,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-07-29,RandomForest_60,0.0,0.0
PETR4,1.01,2021-07-29,RandomForest_75,0.0,0.0
PETR4,1.02,2021-07-30,RandomForest_75,0.0,0.0
PETR4,1.01,2021-07-30,RandomForest_90,0.0,0.0
PETR4,1.015,2021-07-30,RandomForest_75,0.0,0.0
PETR4,1.01,2021-08-02,RandomForest_75,1.0,1.0
PETR4,1.015,2021-08-02,RandomForest_90,1.0,1.0
PETR4,1.02,2021-08-02,RandomForest_75,1.0,1.0
PETR4,1.01,2021-08-03,RandomForest_60,1.0,1.0
PETR4,1.015,2021-08-03,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-08-03,RandomForest_90,1.0,1.0
PETR4,1.015,2021-08-04,RandomForest_75,1.0,1.0
PETR4,1.02,2021-08-04,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2021-08-04,RandomForest_90,1.0,1.0
PETR4,1.02,2021-08-05,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-08-05,RandomForest_75,1.0,1.0
PETR4,1.015,2021-08-05,RandomForest_60,1.0,1.0
PETR4,1.02,2021-08-06,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-08-06,RandomForest_90,1.0,1.0
PETR4,1.015,2021-08-06,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.02,2021-08-09,RandomForest_75,0.0,0.0
PETR4,1.015,2021-08-09,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.01,2021-08-09,RandomForest_75,1.0,1.0
PETR4,1.015,2021-08-10,RandomForest_90,1.0,1.0
PETR4,1.01,2021-08-10,RandomForest_60,1.0,1.0
PETR4,1.02,2021-08-10,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-08-11,RandomForest_75,1.0,1.0
PETR4,1.01,2021-08-11,RandomForest_90,1.0,1.0
PETR4,1.02,2021-08-11,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2021-08-12,RandomForest_75,1.0,1.0
PETR4,1.01,2021-08-12,RandomForest_60,1.0,1.0
PETR4,1.02,2021-08-12,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-08-13,RandomForest_75,0.0,0.0
PETR4,1.01,2021-08-13,RandomForest_75,0.0,0.0
PETR4,1.02,2021-08-13,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2021-08-16,"RandomForest_75, RandomForest_90","0.0, 1.0",0.0
PETR4,1.02,2021-08-16,RandomForest_60,0.0,0.0
PETR4,1.01,2021-08-16,RandomForest_75,0.0,0.0
PETR4,1.02,2021-08-17,RandomForest_60,0.0,0.0
PETR4,1.015,2021-08-17,RandomForest_90,1.0,1.0
PETR4,1.01,2021-08-17,RandomForest_90,1.0,1.0
PETR4,1.02,2021-08-18,RandomForest_90,0.0,0.0
PETR4,1.015,2021-08-18,RandomForest_90,1.0,1.0
PETR4,1.01,2021-08-18,RandomForest_60,1.0,1.0
PETR4,1.02,2021-08-19,RandomForest_60,1.0,1.0
PETR4,1.015,2021-08-19,RandomForest_60,1.0,1.0
PETR4,1.01,2021-08-19,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-08-20,RandomForest_90,1.0,1.0
PETR4,1.015,2021-08-20,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-08-20,RandomForest_60,1.0,1.0
PETR4,1.015,2021-08-23,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.01,2021-08-23,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.02,2021-08-23,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.01,2021-08-24,RandomForest_90,0.0,0.0
PETR4,1.02,2021-08-24,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-08-24,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.01,2021-08-25,RandomForest_90,0.0,0.0
PETR4,1.02,2021-08-25,"RNA_60, RandomForest_60, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.015,2021-08-25,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.01,2021-08-26,RandomForest_75,1.0,1.0
PETR4,1.02,2021-08-26,"RandomForest_60, RandomForest_90, SVC_60","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-08-26,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2021-08-27,SVC_75,1.0,1.0
PETR4,1.02,2021-08-27,"RandomForest_60, RandomForest_75, RandomForest_90, SVC_60","1.0, 1.0, 0.0, 1.0",0.0
PETR4,1.015,2021-08-27,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.02,2021-08-30,"RandomForest_60, RandomForest_75, RandomForest_90, SVC_60","1.0, 1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-08-30,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 1.0, 1.0",0.0
PETR4,1.01,2021-08-30,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-08-31,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2021-08-31,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-08-31,RandomForest_75,1.0,1.0
PETR4,1.015,2021-09-01,"RandomForest_60, RandomForest_90","0.0, 1.0",0.0
PETR4,1.02,2021-09-01,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.01,2021-09-01,RandomForest_60,1.0,1.0
PETR4,1.02,2021-09-02,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 1.0, 1.0",0.0
PETR4,1.01,2021-09-02,RandomForest_90,0.0,0.0
PETR4,1.015,2021-09-02,SVC_60,1.0,1.0
PETR4,1.01,2021-09-03,RandomForest_90,0.0,0.0
PETR4,1.015,2021-09-03,RandomForest_90,0.0,0.0
PETR4,1.02,2021-09-03,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.01,2021-09-06,RandomForest_90,1.0,1.0
PETR4,1.015,2021-09-06,RandomForest_60,1.0,1.0
PETR4,1.02,2021-09-06,RandomForest_60,0.0,0.0
PETR4,1.01,2021-09-08,SVC_60,1.0,1.0
PETR4,1.02,2021-09-08,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2021-09-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-09-09,RandomForest_60,0.0,0.0
PETR4,1.015,2021-09-09,RandomForest_90,1.0,1.0
PETR4,1.01,2021-09-09,SVC_60,1.0,1.0
PETR4,1.02,2021-09-10,RandomForest_60,0.0,0.0
PETR4,1.015,2021-09-10,RandomForest_90,0.0,0.0
PETR4,1.01,2021-09-10,SVC_60,1.0,1.0
PETR4,1.02,2021-09-13,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-09-13,RandomForest_90,1.0,1.0
PETR4,1.01,2021-09-13,RandomForest_90,1.0,1.0
PETR4,1.02,2021-09-14,RandomForest_75,0.0,0.0
PETR4,1.015,2021-09-14,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-14,RandomForest_90,1.0,1.0
PETR4,1.02,2021-09-15,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-15,RandomForest_60,1.0,1.0
PETR4,1.015,2021-09-15,RandomForest_90,1.0,1.0
PETR4,1.01,2021-09-16,RandomForest_60,1.0,1.0
PETR4,1.02,2021-09-16,RandomForest_75,0.0,0.0
PETR4,1.015,2021-09-16,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-17,RandomForest_60,0.0,0.0
PETR4,1.02,2021-09-17,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.015,2021-09-17,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.01,2021-09-20,RandomForest_75,1.0,1.0
PETR4,1.02,2021-09-20,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2021-09-20,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2021-09-21,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 0.0, 1.0",0.0
PETR4,1.02,2021-09-21,RandomForest_75,0.0,0.0
PETR4,1.015,2021-09-21,"RandomForest_60, RandomForest_75","1.0, 0.0",0.0
PETR4,1.02,2021-09-22,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2021-09-22,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2021-09-22,RandomForest_75,1.0,1.0
PETR4,1.015,2021-09-23,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-23,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2021-09-23,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.015,2021-09-24,"RandomForest_75, RandomForest_90","0.0, 1.0",0.0
PETR4,1.01,2021-09-24,RandomForest_75,1.0,1.0
PETR4,1.02,2021-09-24,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2021-09-27,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-27,RandomForest_75,1.0,1.0
PETR4,1.02,2021-09-27,"RandomForest_60, RandomForest_75","1.0, 0.0",0.0
PETR4,1.015,2021-09-28,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-28,RandomForest_90,1.0,1.0
PETR4,1.02,2021-09-28,RandomForest_60,1.0,1.0
PETR4,1.01,2021-09-29,RandomForest_75,1.0,1.0
PETR4,1.02,2021-09-29,RandomForest_75,1.0,1.0
PETR4,1.015,2021-09-29,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2021-09-30,RandomForest_75,1.0,1.0
PETR4,1.01,2021-09-30,RandomForest_75,1.0,1.0
PETR4,1.015,2021-09-30,RandomForest_75,1.0,1.0
PETR4,1.02,2021-10-01,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-01,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-01,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-04,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-04,RandomForest_75,1.0,1.0
PETR4,1.02,2021-10-04,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-05,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-05,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-05,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-06,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-06,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-06,SVC_60,1.0,1.0
PETR4,1.015,2021-10-07,RandomForest_60,1.0,1.0
PETR4,1.01,2021-10-07,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-07,RandomForest_90,1.0,1.0
PETR4,1.01,2021-10-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-08,RandomForest_60,1.0,1.0
PETR4,1.015,2021-10-08,RandomForest_90,1.0,1.0
PETR4,1.01,2021-10-11,RandomForest_75,1.0,1.0
PETR4,1.02,2021-10-11,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-10-11,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-13,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-13,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-10-13,RandomForest_90,1.0,1.0
PETR4,1.01,2021-10-14,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-14,RandomForest_90,0.0,0.0
PETR4,1.015,2021-10-14,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-15,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-15,RandomForest_90,0.0,0.0
PETR4,1.02,2021-10-15,RandomForest_75,0.0,0.0
PETR4,1.015,2021-10-18,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.01,2021-10-18,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-18,RandomForest_75,0.0,0.0
PETR4,1.015,2021-10-19,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-10-19,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-19,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-10-20,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2021-10-20,RandomForest_60,1.0,1.0
PETR4,1.02,2021-10-20,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-21,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-21,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-21,RandomForest_60,1.0,1.0
PETR4,1.01,2021-10-22,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-22,RandomForest_75,1.0,1.0
PETR4,1.015,2021-10-22,RandomForest_75,1.0,1.0
PETR4,1.02,2021-10-25,RandomForest_60,1.0,1.0
PETR4,1.015,2021-10-25,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-25,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-26,RandomForest_60,1.0,1.0
PETR4,1.015,2021-10-26,RandomForest_60,1.0,1.0
PETR4,1.01,2021-10-26,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-27,RandomForest_90,1.0,1.0
PETR4,1.015,2021-10-27,RandomForest_75,1.0,1.0
PETR4,1.01,2021-10-27,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-28,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2021-10-28,RandomForest_60,0.0,0.0
PETR4,1.01,2021-10-28,RandomForest_60,1.0,1.0
PETR4,1.015,2021-10-29,RandomForest_60,1.0,1.0
PETR4,1.01,2021-10-29,RandomForest_90,1.0,1.0
PETR4,1.02,2021-10-29,RandomForest_60,1.0,1.0
PETR4,1.01,2021-11-01,RandomForest_60,1.0,1.0
PETR4,1.015,2021-11-01,RandomForest_90,1.0,1.0
PETR4,1.02,2021-11-01,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-03,RandomForest_75,1.0,1.0
PETR4,1.015,2021-11-03,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-03,RandomForest_75,1.0,1.0
PETR4,1.015,2021-11-04,RandomForest_60,1.0,1.0
PETR4,1.02,2021-11-04,RandomForest_75,1.0,1.0
PETR4,1.01,2021-11-04,RandomForest_60,1.0,1.0
PETR4,1.02,2021-11-05,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-05,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-11-05,RandomForest_90,1.0,1.0
PETR4,1.02,2021-11-08,RandomForest_60,1.0,1.0
PETR4,1.01,2021-11-08,RandomForest_60,1.0,1.0
PETR4,1.015,2021-11-08,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-09,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-09,RandomForest_60,1.0,1.0
PETR4,1.01,2021-11-09,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-10,RandomForest_60,1.0,1.0
PETR4,1.01,2021-11-10,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-10,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-11,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-11,RandomForest_90,1.0,1.0
PETR4,1.02,2021-11-11,RandomForest_75,1.0,1.0
PETR4,1.015,2021-11-12,RandomForest_60,1.0,1.0
PETR4,1.01,2021-11-12,RandomForest_60,1.0,1.0
PETR4,1.02,2021-11-12,RandomForest_75,1.0,1.0
PETR4,1.015,2021-11-16,RandomForest_60,1.0,1.0
PETR4,1.01,2021-11-16,RandomForest_90,1.0,1.0
PETR4,1.02,2021-11-16,RandomForest_75,0.0,0.0
PETR4,1.015,2021-11-17,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.02,2021-11-17,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.01,2021-11-17,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2021-11-18,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-18,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-18,RandomForest_90,1.0,1.0
PETR4,1.02,2021-11-19,RandomForest_60,1.0,1.0
PETR4,1.015,2021-11-19,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-11-19,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-22,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-22,RandomForest_75,1.0,1.0
PETR4,1.01,2021-11-22,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-23,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-23,RandomForest_75,1.0,1.0
PETR4,1.01,2021-11-23,RandomForest_75,1.0,1.0
PETR4,1.015,2021-11-24,RandomForest_75,1.0,1.0
PETR4,1.01,2021-11-24,RandomForest_90,1.0,1.0
PETR4,1.02,2021-11-24,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-25,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-25,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-25,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-26,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-26,RandomForest_90,1.0,1.0
PETR4,1.015,2021-11-26,RandomForest_75,1.0,1.0
PETR4,1.01,2021-11-29,RandomForest_75,1.0,1.0
PETR4,1.02,2021-11-29,RandomForest_75,1.0,1.0
PETR4,1.015,2021-11-29,RandomForest_90,1.0,1.0
PETR4,1.01,2021-11-30,RNA_90,1.0,1.0
PETR4,1.02,2021-11-30,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-11-30,RandomForest_90,1.0,1.0
PETR4,1.01,2021-12-01,RandomForest_75,1.0,1.0
PETR4,1.015,2021-12-01,RandomForest_90,1.0,1.0
PETR4,1.02,2021-12-01,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-12-02,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-02,RandomForest_75,1.0,1.0
PETR4,1.01,2021-12-02,RandomForest_60,1.0,1.0
PETR4,1.015,2021-12-03,RandomForest_90,0.0,0.0
PETR4,1.02,2021-12-03,RandomForest_90,0.0,0.0
PETR4,1.01,2021-12-03,RandomForest_75,1.0,1.0
PETR4,1.02,2021-12-06,RandomForest_90,0.0,0.0
PETR4,1.01,2021-12-06,RandomForest_60,0.0,0.0
PETR4,1.015,2021-12-06,RandomForest_60,0.0,0.0
PETR4,1.01,2021-12-07,RandomForest_75,1.0,1.0
PETR4,1.015,2021-12-07,RandomForest_60,0.0,0.0
PETR4,1.02,2021-12-07,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.01,2021-12-08,RandomForest_90,1.0,1.0
PETR4,1.015,2021-12-08,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-08,RandomForest_90,1.0,1.0
PETR4,1.01,2021-12-09,RandomForest_75,1.0,1.0
PETR4,1.02,2021-12-09,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2021-12-09,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-10,RandomForest_90,1.0,1.0
PETR4,1.015,2021-12-10,RandomForest_60,1.0,1.0
PETR4,1.01,2021-12-10,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-13,RandomForest_60,1.0,1.0
PETR4,1.015,2021-12-13,RandomForest_90,1.0,1.0
PETR4,1.01,2021-12-13,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-14,RandomForest_90,1.0,1.0
PETR4,1.015,2021-12-14,RandomForest_60,1.0,1.0
PETR4,1.01,2021-12-14,RandomForest_75,1.0,1.0
PETR4,1.02,2021-12-15,"RandomForest_60, RandomForest_90","1.0, 0.0",0.0
PETR4,1.015,2021-12-15,RandomForest_60,1.0,1.0
PETR4,1.01,2021-12-15,RandomForest_90,1.0,1.0
PETR4,1.02,2021-12-16,RandomForest_60,1.0,1.0
PETR4,1.01,2021-12-16,RandomForest_60,1.0,1.0
PETR4,1.015,2021-12-16,RandomForest_60,1.0,1.0
PETR4,1.01,2021-12-17,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-17,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 0.0, 0.0",0.0
PETR4,1.015,2021-12-17,"RandomForest_60, RandomForest_75","1.0, 0.0",0.0
PETR4,1.01,2021-12-20,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-20,RandomForest_60,1.0,1.0
PETR4,1.015,2021-12-20,RandomForest_75,1.0,1.0
PETR4,1.01,2021-12-21,RandomForest_60,1.0,1.0
PETR4,1.02,2021-12-21,RandomForest_75,0.0,0.0
PETR4,1.015,2021-12-21,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2021-12-22,RandomForest_75,1.0,1.0
PETR4,1.02,2021-12-22,RandomForest_90,0.0,0.0
PETR4,1.015,2021-12-22,RandomForest_75,1.0,1.0
PETR4,1.02,2021-12-23,RandomForest_75,1.0,1.0
PETR4,1.015,2021-12-23,RandomForest_60,1.0,1.0
PETR4,1.01,2021-12-23,RandomForest_75,1.0,1.0
PETR4,1.015,2021-12-27,RandomForest_90,1.0,1.0
PETR4,1.01,2021-12-27,RandomForest_90,0.0,0.0
PETR4,1.02,2021-12-27,RandomForest_75,1.0,1.0
PETR4,1.015,2021-12-28,RandomForest_90,0.0,0.0
