ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
VALE3|1.01|2020-09-09|36.257843|36.197413|35.877135|36.457261|3.588987652189648|3.596140643005682|0.0071529908160341|0|1|1|1.0|36.257843|0.005499996235297323|4.0|36.257843|36.257843|0.005499996235297323|4.0|36.257843|36.257843|0.005499996235297323|4.0|36.257843
VALE3|1.01|2020-09-10|35.369525|36.257843|35.242623|36.378702|3.5906557165192226|3.5939834935089925|0.0033277769897699|0|1|1|1.0|36.257843|0.003333320186752307|1.0|0.0|36.257843|0.003333320186752307|1.0|0.0|36.257843|0.003333320186752307|1.0|0.0
VALE3|1.01|2020-09-11|37.436222|36.288057|36.161155|37.647726|3.591488678871249|3.6282725540154703|0.0367838751442217|1|1|1|1.0|36.257843|0.03833330625873132|0.0|36.62042143|36.257843|0.03833330625873132|0.0|36.62042143|36.257843|0.03833330625873132|0.0|36.62042143
VALE3|1.01|2020-09-14|37.412051|37.949875|37.091773|38.282239|3.6362662100285728|3.644986054947421|0.0087198449188483|0|0|1|0.0|37.949875|0.008757973511111653|1.0|0.0|37.949875|0.008757973511111653|1.0|0.0|37.949875|0.008757973511111653|1.0|0.0
VALE3|1.01|2020-09-15|37.829016|37.895488|37.557082|38.463528|3.6348320548694257|3.649710467622808|0.0148784127533829|1|1|1|1.0|37.949875|0.013535037994196237|0.0|38.32937375|37.949875|0.013535037994196237|0.0|38.32937375|37.949875|0.013535037994196237|0.0|38.32937375
VALE3|1.01|2020-09-16|36.844011|37.659812|36.650636|37.768586|3.628593531182558|3.631477698904172|0.0028841677216142|0|0|1|1.0|37.659812|0.0028883309348436688|1.0|0.0|37.659812|0.0028883309348436688|1.0|0.0|37.659812|0.0028883309348436688|1.0|0.0
VALE3|1.01|2020-09-17|37.514781|36.499561|36.324315|37.720242|3.597300233118856|3.630196873439268|0.0328966403204118|1|1|1|1.0|37.659812|0.0016046282971353294|2.0|0.0|37.659812|0.0016046282971353294|2.0|0.0|37.659812|0.0016046282971353294|2.0|0.0
VALE3|1.01|2020-09-18|37.260976|37.7565|37.260976|38.131164|3.631157646303288|3.64103190054751|0.009874254244222|0|1|1|1.0|37.659812|0.012516047610646489|0.0|38.03641012|37.659812|0.012516047610646489|0.0|38.03641012|37.659812|0.012516047610646489|0.0|38.03641012
VALE3|1.01|2020-09-21|36.257843|36.892355|35.919436|37.097816|3.608004348009599|3.613558099956077|0.0055537519464778|0|0|1|1.0|36.892355|0.005569202616639671|1.0|0.0|36.892355|0.005569202616639671|1.0|0.0|36.892355|0.005569202616639671|1.0|0.0
VALE3|1.01|2020-09-22|36.394761|36.602516|35.979253|36.690654|3.600116981214016|3.6025220632287684|0.0024050820147523|0|1|1|1.0|36.892355|-0.005467284482110179|2.0|0.0|36.892355|-0.005467284482110179|2.0|0.0|36.892355|-0.005467284482110179|2.0|0.0
