ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
PETR4|1.01|2020-06-19|6.384215|6.541814|6.309877|6.607232|1.878214497039733|1.888164806703998|0.009950309664265|0|1|1|1.0|6.541814|0.009999978599208141|1.0|0.0|6.541814|0.009999978599208141|1.0|0.0|6.541814|0.009999978599208141|1.0|0.0
PETR4|1.01|2020-06-22|6.229591|6.422872|6.214723|6.422872|1.8598653696947067|1.8598653696947067|0.0|0|1|1|1.0|6.541814|-0.01818180706452364|2.0|0.0|6.541814|-0.01818180706452364|2.0|0.0|6.541814|-0.01818180706452364|2.0|0.0
PETR4|1.01|2020-06-23|6.437739|6.309877|6.286088|6.562629|1.8421161834946709|1.8813912848674|0.0392751013727294|1|1|1|1.0|6.541814|0.003181839165711635|3.0|0.0|6.541814|0.003181839165711635|3.0|0.0|6.541814|0.003181839165711635|3.0|0.0
PETR4|1.01|2020-06-24|6.244459|6.390163|6.158226|6.410977|1.854759776671303|1.8580116774148443|0.0032519007435412|0|1|1|1.0|6.541814|-0.020000110061215385|4.0|6.244459|6.541814|-0.020000110061215385|4.0|6.244459|6.541814|-0.020000110061215385|4.0|6.244459
PETR4|1.01|2020-06-25|6.384215|6.217697|6.164173|6.384215|1.8273995809542272|1.8538285375252803|0.0264289565710533|1|1|1|1.0|6.217697|0.026781298606220267|0.0|6.279873970000001|6.217697|0.026781298606220267|0.0|6.279873970000001|6.217697|0.026781298606220267|0.0|6.279873970000001
PETR4|1.01|2020-06-26|6.196882|6.306903|6.17904|6.384215|1.8416447478264444|1.8538285375252803|0.0121837896988361|1|1|1|1.0|6.306903|0.012258314421515606|0.0|6.3699720300000005|6.306903|0.012258314421515606|0.0|6.3699720300000005|6.306903|0.012258314421515606|0.0|6.3699720300000005
PETR4|1.01|2020-06-29|6.440713|6.274194|6.223644|6.440713|1.8364450305527864|1.8626392482736025|0.0261942177208156|1|1|1|1.0|6.274194|0.026540301431546443|0.0|6.33693594|6.274194|0.026540301431546443|0.0|6.33693594|6.274194|0.026540301431546443|0.0|6.33693594
PETR4|1.01|2020-06-30|6.408004|6.345559|6.27122|6.482343|1.8477551981525215|1.8690820190861048|0.0213268209335828|1|1|1|1.0|6.345559|0.021555862927127533|0.0|6.40901459|6.345559|0.021555862927127533|0.0|6.40901459|6.345559|0.021555862927127533|0.0|6.40901459
PETR4|1.01|2020-07-01|6.455581|6.467475|6.399083|6.616152|1.8667857695893235|1.8895139320644911|0.0227281624751674|1|1|1|1.0|6.467475|0.022988415107905214|0.0|6.53214975|6.467475|0.022988415107905214|0.0|6.53214975|6.467475|0.022988415107905214|0.0|6.53214975
PETR4|1.01|2020-07-02|6.559655|6.571549|6.500184|6.604258|1.8827495733528177|1.8877145925267576|0.0049650191739403|0|1|1|1.0|6.571549|0.004977365306109664|1.0|0.0|6.571549|0.004977365306109664|1.0|0.0|6.571549|0.004977365306109664|1.0|0.0
PETR4|1.01|2020-07-03|6.535867|6.526946|6.482343|6.595338|1.8759391462926729|1.8863630358036807|0.010423889511008|1|0|1|1.0|6.571549|0.0036199988769770775|2.0|0.0|6.571549|0.0036199988769770775|2.0|0.0|6.571549|0.0036199988769770775|2.0|0.0
PETR4|1.01|2020-07-06|6.693465|6.657782|6.633994|6.797539|1.8957863960514487|1.9165606349114872|0.0207742388600384|1|1|1|1.0|6.571549|0.03438915239009865|0.0|6.63726449|6.571549|0.03438915239009865|0.0|6.63726449|6.571549|0.03438915239009865|0.0|6.63726449
PETR4|1.01|2020-07-07|6.610205|6.642914|6.583443|6.681571|1.893550722641153|1.8993531395388763|0.0058024168977233|0|0|1|1.0|6.642914|0.00581928352527215|1.0|0.0|6.642914|0.00581928352527215|1.0|0.0|6.642914|0.00581928352527215|1.0|0.0
PETR4|1.01|2020-07-08|6.735095|6.675624|6.660756|6.767804|1.8984626830631035|1.912176662073704|0.0137139790106002|1|1|1|1.0|6.642914|0.0188004842453176|0.0|6.7093431400000005|6.642914|0.0188004842453176|0.0|6.7093431400000005|6.642914|0.0188004842453176|0.0|6.7093431400000005
PETR4|1.01|2020-07-09|6.583443|6.773751|6.559655|6.782671|1.9130549955268896|1.9143709771756332|0.0013159816487433|0|1|1|1.0|6.773751|0.0013168479325561004|1.0|0.0|6.773751|0.0013168479325561004|1.0|0.0|6.773751|0.0013168479325561004|1.0|0.0
PETR4|1.01|2020-07-10|6.693465|6.598311|6.559655|6.735095|1.8868137071911515|1.9073319151822976|0.0205182079911456|1|1|1|1.0|6.773751|-0.005706734717588465|2.0|0.0|6.773751|-0.005706734717588465|2.0|0.0|6.773751|-0.005706734717588465|2.0|0.0
PETR4|1.01|2020-07-13|6.589391|6.7232|6.589391|6.735095|1.905564231668544|1.9073319151822976|0.0017676835137532|0|0|1|0.0|6.773751|-0.005706734717588465|3.0|0.0|6.773751|-0.005706734717588465|3.0|0.0|6.773751|-0.005706734717588465|3.0|0.0
