ativo,target,janela,data,target_real,resultado_real,RNA,Random Forest,SVC,ensemble_tecnicas
ITUB4,1.01,60,2021-05-31,1,0.1119302912001642,1,1,1,1
ITUB4,1.01,60,2021-06-01,1,0.0825448653070464,1,1,1,1
ITUB4,1.01,60,2021-06-02,1,0.0829901928017131,1,1,1,1
ITUB4,1.01,60,2021-06-04,1,0.0591697545051483,1,0,1,0
ITUB4,1.01,60,2021-06-07,1,0.0417428700457789,1,1,1,1
ITUB4,1.01,60,2021-06-08,1,0.0465258782031916,1,1,1,1
ITUB4,1.01,60,2021-06-09,0,-0.0285714061229996,1,1,1,1
ITUB4,1.01,60,2021-06-10,1,0.0172518146807842,0,1,1,0
ITUB4,1.01,60,2021-06-11,1,0.0425015350033355,1,1,1,1
ITUB4,1.01,60,2021-06-14,1,0.0482295345467318,1,1,1,1
ITUB4,1.01,60,2021-06-15,1,0.0507955778460527,1,1,1,1
ITUB4,1.01,60,2021-06-16,1,0.0202020038625523,1,1,1,1
ITUB4,1.01,60,2021-06-17,0,-0.0290076483557939,1,1,1,1
ITUB4,1.01,60,2021-06-18,1,0.0161390312617653,1,1,1,1
ITUB4,1.01,60,2021-06-21,1,0.0121005049039837,1,1,1,1
ITUB4,1.01,60,2021-06-22,1,0.0177847102961952,1,1,1,1
ITUB4,1.01,60,2021-06-23,0,-0.0627913971100218,1,1,1,1
ITUB4,1.01,60,2021-06-24,0,-0.0681676276296294,1,1,1,1
ITUB4,1.01,60,2021-06-25,0,-0.036804743237627,1,0,1,0
ITUB4,1.01,60,2021-06-28,0,-0.0077626069229377,1,0,1,0
ITUB4,1.01,60,2021-06-29,0,-0.0128367402431293,1,0,1,0
ITUB4,1.01,60,2021-06-30,1,0.0104061791151774,1,0,1,0
ITUB4,1.01,60,2021-07-01,0,-0.0066934350348086,1,0,1,0
ITUB4,1.01,60,2021-07-02,0,-0.0144683377106663,0,0,1,0
ITUB4,1.01,60,2021-07-05,1,0.0176390853104007,1,0,1,0
ITUB4,1.01,60,2021-07-06,1,0.0152129693614808,0,0,1,0
ITUB4,1.01,60,2021-07-07,1,0.0583190498343204,1,0,1,0
ITUB4,1.01,60,2021-07-08,1,0.0493197452532272,1,0,1,0
ITUB4,1.01,60,2021-07-12,1,0.0457627319514781,1,0,1,0
ITUB4,1.01,60,2021-07-13,1,0.0215231611782233,1,1,1,1
ITUB4,1.01,60,2021-07-14,0,-0.0194239412419426,1,1,1,1
ITUB4,1.01,60,2021-07-15,0,-0.0124286316595101,1,1,1,1
ITUB4,1.01,60,2021-07-16,1,0.0334494619355607,1,1,1,1
ITUB4,1.01,60,2021-07-19,1,0.0309349647391798,0,1,1,0
ITUB4,1.01,60,2021-07-20,1,0.0164046686712102,1,1,1,1
ITUB4,1.01,60,2021-07-21,1,0.0203942731368897,1,1,1,1
ITUB4,1.01,60,2021-07-22,1,0.0688120632502451,0,1,1,0
ITUB4,1.01,60,2021-07-23,1,0.0735900807239835,1,1,1,1
ITUB4,1.01,60,2021-07-26,1,0.0583051173777786,1,1,1,1
ITUB4,1.01,60,2021-07-27,1,0.0456253707122906,1,1,1,1
ITUB4,1.01,60,2021-07-28,1,0.0209068823921776,1,1,1,1
ITUB4,1.01,60,2021-07-29,1,0.0370264848580883,1,0,1,0
ITUB4,1.01,60,2021-07-30,1,0.0230519279136973,1,1,1,1
ITUB4,1.01,60,2021-08-02,0,-0.0178343819982774,1,1,1,1
ITUB4,1.01,60,2021-08-03,1,0.027795908205231,1,1,1,1
ITUB4,1.01,60,2021-08-04,1,0.0407284562181797,1,0,1,0
ITUB4,1.01,60,2021-08-05,1,0.0434926487528801,1,1,1,1
ITUB4,1.01,60,2021-08-06,1,0.0214494464410146,1,1,1,1
ITUB4,1.01,60,2021-08-09,0,-0.0121951374336694,1,1,1,1
ITUB4,1.01,60,2021-08-10,1,0.0292763210688704,1,1,1,1
ITUB4,1.01,60,2021-08-11,1,0.0137966597178114,1,1,1,1
ITUB4,1.01,60,2021-08-12,1,0.0277938557254502,1,1,1,1
ITUB4,1.01,60,2021-08-13,1,0.0163078750554883,1,1,1,1
ITUB4,1.01,60,2021-08-16,1,0.0267238488108989,1,1,1,1
ITUB4,1.01,60,2021-08-17,1,0.0332005496782998,1,1,1,1
ITUB4,1.01,60,2021-08-18,1,0.0371237184956325,1,1,1,1
ITUB4,1.01,60,2021-08-19,1,0.0489864720494095,1,1,1,1
ITUB4,1.01,60,2021-08-20,1,0.0398526320642387,1,1,1,1
ITUB4,1.01,60,2021-08-23,1,0.0264462406887198,1,1,1,1
ITUB4,1.01,60,2021-08-24,0,-0.006829253334292,1,1,1,1
ITUB4,1.01,60,2021-08-25,1,0.0119741193746845,1,1,1,1
ITUB4,1.01,60,2021-08-26,1,0.0402809548416598,1,1,1,1
ITUB4,1.01,60,2021-08-27,1,0.0311289430660963,1,1,1,1
ITUB4,1.01,60,2021-08-30,1,0.033148779845135,1,1,1,1
ITUB4,1.01,60,2021-08-31,1,0.0183515711411952,1,1,1,1
ITUB4,1.01,60,2021-09-01,0,-0.0702492614391222,1,1,1,1
ITUB4,1.01,60,2021-09-02,0,-0.0341852008779255,1,1,1,1
ITUB4,1.01,60,2021-09-03,1,0.0202224447897452,1,1,1,1
ITUB4,1.01,60,2021-09-06,0,-0.0289614311639029,1,1,1,1
ITUB4,1.01,60,2021-09-08,1,0.0241712690736959,1,1,1,1
ITUB4,1.01,60,2021-09-09,0,-0.0332203148702248,1,0,1,0
ITUB4,1.01,60,2021-09-10,0,-0.0282986741590129,1,1,1,1
ITUB4,1.01,60,2021-09-13,0,-0.0439862292437968,0,1,1,0
ITUB4,1.01,60,2021-09-14,0,-0.0640275446022548,1,0,1,0
ITUB4,1.01,60,2021-09-15,1,0.012005637147286,1,0,1,0
ITUB4,1.01,60,2021-09-16,0,-0.0252897427978466,0,0,1,0
ITUB4,1.01,60,2021-09-17,1,0.060439586876869,1,1,1,1
ITUB4,1.01,60,2021-09-20,1,0.05966325135598,1,1,1,1
ITUB4,1.01,60,2021-09-21,1,0.0731796512194113,1,1,1,1
ITUB4,1.01,60,2021-09-22,1,0.0601504073230376,0,1,1,0
ITUB4,1.01,60,2021-09-23,1,0.0389474065059218,1,1,1,1
ITUB4,1.01,60,2021-09-24,1,0.0415054840030948,0,1,1,0
ITUB4,1.01,60,2021-09-27,1,0.0333845469654519,1,1,1,1
ITUB4,1.01,60,2021-09-28,1,0.0431232427426875,1,1,1,1
ITUB4,1.01,60,2021-09-29,1,0.0464421558797345,1,1,1,1
ITUB4,1.01,60,2021-09-30,1,0.0448226136101448,1,1,1,1
