ativo,target,data,RNA_60,RNA_75,RNA_90,RandomForest_60,RandomForest_75,RandomForest_90,SVC_60,SVC_75,SVC_90,melhor_precision
VALE3,1.02,2020-12-04,0.7083333333333334,0.8333333333333334,0.7428571428571429,0.9777777777777776,1.0,0.967741935483871,0.7333333333333333,0.68,0.6777777777777778,RandomForest_75
VALE3,1.02,2020-12-07,0.76,0.7313432835820896,0.7419354838709677,1.0,1.0,0.9375,0.7333333333333333,0.9245283018867924,0.6777777777777778,RandomForest_60 | RandomForest_75
VALE3,1.02,2020-12-08,0.7272727272727273,0.7183098591549296,0.8372093023255814,0.9545454545454546,1.0,1.0,0.7166666666666667,0.68,0.6777777777777778,RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-09,0.6923076923076923,0.8275862068965517,0.6777777777777778,1.0,1.0,1.0,0.7,0.68,0.6777777777777778,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-10,0.6785714285714286,0.8,0.6582278481012658,1.0,1.0,0.967741935483871,0.6949152542372882,0.9245283018867924,0.6777777777777778,RandomForest_60 | RandomForest_75
VALE3,1.02,2020-12-11,0.6666666666666666,0.696969696969697,0.6777777777777778,1.0,0.9433962264150944,0.9682539682539684,0.6833333333333333,0.9090909090909092,0.6777777777777778,RandomForest_60
VALE3,1.02,2020-12-14,0.6530612244897959,0.6901408450704225,0.7560975609756098,1.0,1.0,1.0,0.6666666666666666,0.9074074074074074,0.6666666666666666,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-15,0.9047619047619048,0.640625,0.639344262295082,1.0,1.0,1.0,0.7647058823529411,0.9074074074074074,0.6666666666666666,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-16,0.8536585365853658,0.75,0.6666666666666666,1.0,1.0,1.0,0.7659574468085106,0.6666666666666666,0.6666666666666666,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-17,0.6666666666666666,0.8421052631578947,0.68,1.0,1.0,1.0,0.782608695652174,0.6666666666666666,0.6666666666666666,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-18,0.9210526315789472,0.6451612903225806,0.66,1.0,1.0,1.0,0.8,0.68,0.6777777777777778,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-21,0.8780487804878049,0.7192982456140351,0.746268656716418,1.0,0.9074074074074074,1.0,0.7727272727272727,0.6666666666666666,0.6777777777777778,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-12-22,0.9,0.6833333333333333,0.7551020408163265,1.0,1.0,1.0,0.8,0.6666666666666666,0.6777777777777778,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-23,0.8780487804878049,0.6545454545454545,0.6777777777777778,1.0,0.96,1.0,0.7906976744186046,0.6533333333333333,0.6777777777777778,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-12-28,0.76,0.5510204081632653,0.64,0.975,1.0,1.0,0.8260869565217391,0.6533333333333333,0.6666666666666666,RandomForest_75 | RandomForest_90
VALE3,1.02,2020-12-29,0.6851851851851852,0.6285714285714286,0.9047619047619048,1.0,0.96,0.9666666666666668,0.8085106382978723,0.6533333333333333,0.6666666666666666,RandomForest_60
VALE3,1.02,2020-12-30,0.8235294117647058,0.7878787878787878,0.5970149253731343,0.95,1.0,0.9833333333333332,0.8125,0.6533333333333333,0.6666666666666666,RandomForest_75
VALE3,1.02,2021-01-04,0.7941176470588235,0.7384615384615385,0.6867469879518072,1.0,1.0,0.9836065573770492,0.65,0.6533333333333333,0.6666666666666666,RandomForest_60 | RandomForest_75
VALE3,1.02,2021-01-05,0.6666666666666666,0.6388888888888888,0.6629213483146067,1.0,0.96,1.0,0.65,0.6533333333333333,0.6555555555555556,RandomForest_60 | RandomForest_90
VALE3,1.02,2021-01-06,0.6206896551724138,0.6438356164383562,0.6440677966101694,0.9736842105263158,1.0,0.9661016949152542,0.6333333333333333,0.6533333333333333,0.6444444444444445,RandomForest_75
VALE3,1.02,2021-01-07,0.6,0.5813953488372093,0.6477272727272727,0.9230769230769232,1.0,1.0,0.6333333333333333,0.64,0.6333333333333333,RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-08,0.7380952380952381,0.64,0.8115942028985508,1.0,1.0,1.0,0.6333333333333333,0.64,0.6333333333333333,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-11,0.926829268292683,0.6388888888888888,0.6477272727272727,1.0,1.0,1.0,0.6333333333333333,0.64,0.6333333333333333,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-12,0.6481481481481481,0.671875,0.875,1.0,1.0,1.0,0.65,0.6533333333333333,0.6444444444444445,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-13,0.6851851851851852,0.6829268292682927,0.7916666666666666,0.975609756097561,1.0,0.9672131147540984,0.6666666666666666,0.6666666666666666,0.9666666666666668,RandomForest_75
VALE3,1.02,2021-01-14,0.6833333333333333,0.6891891891891891,0.6829268292682927,1.0,1.0,1.0,0.6833333333333333,0.68,0.8108108108108109,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-15,0.6833333333333333,0.6851851851851852,0.9230769230769232,1.0,0.9629629629629628,1.0,0.8163265306122449,0.6933333333333334,0.8133333333333334,RandomForest_60 | RandomForest_90
VALE3,1.02,2021-01-18,0.7619047619047619,0.68,0.65625,1.0,1.0,0.9384615384615383,0.6666666666666666,0.68,0.6777777777777778,RandomForest_60 | RandomForest_75
VALE3,1.02,2021-01-19,0.7142857142857143,0.912280701754386,0.6777777777777778,1.0,1.0,0.9523809523809524,0.6666666666666666,0.8360655737704918,0.6777777777777778,RandomForest_60 | RandomForest_75
VALE3,1.02,2021-01-20,0.6842105263157895,0.7285714285714285,0.7195121951219512,0.9761904761904762,0.981132075471698,1.0,0.975609756097561,0.8360655737704918,0.9365079365079364,RandomForest_90
VALE3,1.02,2021-01-21,0.6607142857142857,0.7647058823529411,0.9206349206349206,1.0,0.9629629629629628,1.0,0.975609756097561,0.6933333333333334,0.8405797101449275,RandomForest_60 | RandomForest_90
VALE3,1.02,2021-01-22,0.6607142857142857,0.9622641509433962,0.6477272727272727,0.9761904761904762,1.0,1.0,0.6833333333333333,0.6933333333333334,0.6555555555555556,RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-26,0.68,0.8,0.6779661016949152,0.9767441860465116,1.0,0.9672131147540984,0.7,0.7066666666666667,0.95,RandomForest_75
VALE3,1.02,2021-01-27,0.7166666666666667,0.8421052631578947,0.6818181818181818,0.9148936170212766,1.0,1.0,0.7166666666666667,0.7066666666666667,0.803030303030303,RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-28,0.7166666666666667,0.6933333333333334,0.8125,1.0,1.0,1.0,0.7166666666666667,0.8793103448275862,0.6777777777777778,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-01-29,0.7,0.9285714285714286,0.7567567567567568,1.0,1.0,1.0,0.9772727272727272,0.9622641509433962,0.6777777777777778,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-02-01,0.7,0.7096774193548387,0.6904761904761905,1.0,1.0,1.0,0.9767441860465116,0.9615384615384616,0.6666666666666666,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2021-02-02,0.7777777777777778,0.6891891891891891,0.6551724137931034,0.9767441860465116,1.0,1.0,0.7,0.9433962264150944,0.6555555555555556,RandomForest_75 | RandomForest_90
